COD_ACTE,DT_MODIF,NOM_COURT
JCCA005,2024-11-04,anast. urétérocalicielle ab. direct
JCCA006,2024-11-04,urét.stom cut. transintestin anse non détubulée ab. direct
HKPA004,2024-11-04,mise à plat abcès +/- fistule bas anus 1temps fistulot.
HKPA005,2024-11-04,mise à plat abcès +/- fistule intersphinctérien ht anus
HKPA006,2024-11-04,incision abcès région anale
JDDA008,2024-11-04,cervicocystopexie indirecte ab. vag. +v. abd. +guid endos.
JDDB005,2024-11-04,soutènement vés. bandel. infra-urétr v.basse +transobtur.
JDDB007,2024-11-04,soutènement vés. bandel. infra-urétr v.basse +transrétropub.+ctrl end
JDDC002,2024-11-04,cervicocystopexie indirecte au lig. pectinéal coelio.
JDFA001,2024-11-04,cystectomie tot. +urét.stom cut. laparo
JDFA002,2024-11-04,exérèse divertic. vessie laparo
JDFA003,2024-11-04,cystectomie tot. +urét.stom transintestin détubulée continente laparo
JDFA004,2024-11-04,cystectomie supratrigonale +néovessie laparo
JDFA005,2024-11-04,cystectomie tot. laparo
JDFA006,2024-11-04,cystectomie tot. +anast. urét.col +réservoir détubulé laparo
GFQM001,2024-11-04,écho transthor. médiast. poumon +/- cav. pleurale
GFQP001,2024-11-04,mesure compliance pulm.
EZCA001,2024-11-04,pontages art. +vn pdt 1répar. lambeau libre
NJFA005,2024-11-04,ténosynovectomie plus. tendons arr.pied
NJFA006,2024-11-04,exérèse 1fragmt os. supratrochantérien
NJFA008,2024-11-04,exérèse 1hygroma genou ab. direct
NJFA009,2024-11-04,résec. ostéome paraarticulaire coxofém. ant. +post.
NJMA001,2024-11-04,reconstr. app. extens. genou gref. o.tend prélevée sur genou contr.lat
MCPA013,2024-11-04,décortication 1os av.b +O.S pr pseudarthrose
MCPA014,2024-11-04,décortication 1os av.b pr pseudarthrose
MCQK001,2024-11-04,Rx av.b
MDAA001,2024-11-04,allongt os. extemporané à main +gref. os.
MDAA002,2024-11-04,allongt os. progr. à main syst. ext.
MDCA001,2024-11-04,O.S frac. os scaphoïde à foyer ouv.
MDCA002,2024-11-04,O.S 1M.C pr lyse os à foyer ouv.
NZQK003,2024-11-04,téléRx bilat. mb inf. tot. face appui monopodal 1après autre
QEHH001,2024-11-04,biopsie lés. gld mamm. transcut. guid radio
QEHH002,2024-11-04,macrobiopsie ss vide lés. mamm table dédiée guid radio
QEHH003,2024-11-04,pct lés. gld mamm. transcut. guid radio
QEHH015,2024-11-04,macrobiopsie ss vide lés. mamm syst. accessoire guid radio
QEHJ001,2024-11-04,biopsie 1lés. gld mamm. transcut. +guid écho
QEHJ002,2024-11-04,pct plus. lés. gld mamm. transcut. +guid écho
NJPA001,2024-11-04,chir. Tendon bilat. flexume mb inf. o.tomie fém.+tibia ab. direct
NJPA002,2024-11-04,libér. des tissus mous cheville/arr.pied +caps.tomie ab. post.
NJPA003,2024-11-04,section/allongt tendon pr attitude vicieuse hanche plus. ab.
NJPA004,2024-11-04,chir. Tendon unilat. flexum mb inf. +arthrodèse pied correc archi
NJPA005,2024-11-04,chir. Tendon unilat. attit. vicieuse mb inf. o.tomie fém. ab. direct
MDCA010,2024-11-04,O.S frac. extraartic. 1os main fixateur ext.
MDCA011,2024-11-04,O.S frac. extraartic. 1os main à foyer ouv.
MDCA012,2024-11-04,O.S frac. base 1er M.C à foyer ouv.
MDCA013,2024-11-04,O.S frac. 1os carpe à foyer ouv.
MDCA014,2024-11-04,O.S frac. artic. 1os main à foyer ouv.
MDCB001,2024-11-04,O.S 1M.C pr lyse os à foyer fermé
MDCB002,2024-11-04,O.S frac. artic. plus. os main broche à foyer fermé
MDCB003,2024-11-04,O.S frac. extraartic. 1os main broche à foyer fermé
NCPA006,2024-11-04,o.tomie sup.malléol tibia/arr.pied +allongt +/- transfert tendon
NCPA007,2024-11-04,o.tomie fibula
MDFA006,2024-11-04,résec. tot. 1os carpe +arthrodèse intracarpienne
MDFA007,2024-11-04,résec. cplt 1phalange pouce +anast. pr triphalangie
MDGA001,2024-11-04,évidement 1os carpe +comblt ab. direct
MDGA002,2024-11-04,AMO main ab. direct
MDGA003,2024-11-04,évidement 1os main sans comblt ab. direct
MDGA004,2024-11-04,évidement 1os main +comblt ab. direct
MDGA005,2024-11-04,désépiphysiodèse phalange triangulaire doigt
MDGB001,2024-11-04,AMO enfoui main transcut. sans guid
PAGB003,2024-11-04,abl. 1fixateur ext/1syst. ext. allongt progr. 1os des mb
PAGB004,2024-11-04,abl. broche O.S non enfouie
PAGH001,2024-11-04,AMO enfoui transcut. guid radio
PAKB001,2024-11-04,changt fiche/broche 1fixateur ext/1syst. ext. allongt os.
PAKB002,2024-11-04,changt cplt 1syst. ext. allongt os. progr.
PALB900,2024-11-04,inj. intraosseuse moelle
PAMH001,2024-11-04,cimentoplastie intraosseuse extrarachidienne transcut. guid radio
PAMP001,2024-11-04,réglage IIre+/-modif. axe fixateur ext/syst. ext. allongt +AG/ALR
MGJC001,2024-11-04,nettoyage des artic. poignet a.scopie
MGKA001,2024-11-04,changt part/tot. 1proth. artic. poignet
MGKA002,2024-11-04,remplt artic. radiocarpienne proth. tot. ab. direct
MGKA003,2024-11-04,remplt artic. poignet proth. part. ab. direct
MGMA002,2024-11-04,reconstr. os. poignet +arthrodèse après résec. segt
MGMA003,2024-11-04,arthroplastie poignet sans proth. pr radialisation
MGMA004,2024-11-04,caps.plast 1artic. poignet ab. direct
MGMA005,2024-11-04,création 1butée ulnaire au poignet ab. direct
MGMA006,2024-11-04,arthroplastie poignet proth. massive/sur mesure après résec. segt
MGMP001,2024-11-04,confection 1attelle posture/mobil. poignet +/- main
MGPA001,2024-11-04,libér. mobilisatrice des artic. poignet ab. direct
LHFA001,2024-11-04,o.tomie post +arthrodèse +plaque 3à 5vertèb. déform ab. post.
LBED006,2024-11-04,réduc. frac. uniq. mandib. +blocage maxilo.mandib
LBEP001,2024-11-04,réduc. 1décalage post.ant des arc dispositif ortho +/- fct
LBEP002,2024-11-04,réduc. frac. mandib. +contention app. personnalisé
JLNL001,2024-11-04,curiethér. vag. à bas débit dosi 1D
JLNL002,2024-11-04,curiethér. vag. à ht débit dose +dosi 2D
LEGA001,2024-11-04,AMO vertéb. thor.phréno.laparo
LEGA002,2024-11-04,AMO vertéb. thor.tomie
LEHA001,2024-11-04,biopsie os. +/- discale vertéb. thor.phréno.laparo
LEHA002,2024-11-04,biopsie os. +/- discale vertéb. costotransversectomie
LEHA003,2024-11-04,biopsie os. +/- discale vertéb. thor.tomie
LEHC001,2024-11-04,biopsie os. +/- discale vertéb. thor.scopie
LEMA001,2024-11-04,plaque 1scoliose +arthrodèse 6vertèb. thor.phréno.laparo
LEMA002,2024-11-04,plaque 1scoliose +arthrodèse 3à 5vertèb. thor.tomie
LEMA003,2024-11-04,plaque 1scoliose +arthrodèse 3à 5vertèb. thor.phréno.laparo
LEMA004,2024-11-04,plaque 1scoliose +arthrodèse 6vertèb. thor.tomie
HMGE001,2024-11-04,abl. endoproth. bil. +/- pancr. O-G-Dscopie
HMGE002,2024-11-04,abl. calcul VBP O-G-Dscopie
HMGH001,2024-11-04,abl. calcul VBP O-G-Dscopie +transcut. +guid écho +/-radio
HMGH002,2024-11-04,abl/changt endoproth. bil. transcut. +guid écho +/-radio
HKLA001,2024-11-04,implant. 1stimul. anus/1lambeau plastie ce musc.
HKLA002,2024-11-04,pose 1sphincter anal artif.
HKLB001,2024-11-04,inj. sclérosante périanale chez enfant
HKLB002,2024-11-04,inj. sousfissuraire +/- intrasphinctérienne anus
HKMA001,2024-11-04,plastie cut. marge anus
HKMA002,2024-11-04,suture sphinct. anus pr incont. a. +myorraphie releveurs anus
HKMA003,2024-11-04,suture sphinct. anus pr incont. a.
HKMA004,2024-11-04,reconstr. sphinct. anus transposition musc. unilat.
HKMA005,2024-11-04,reconstr. sphinct. anus transposition musc. bilat.
HKMA006,2024-11-04,anoplastie pr malf. anorect. basse +transposition anus
HKND001,2024-11-04,destruc. 1papillomatose extensive anus
HKPA001,2024-11-04,mise à plat fistule basse anus +hémor.ectomie ssmuq
HKPA002,2024-11-04,mise à plat fistule basse anus +résec. 1paquet hémorroïdaire isolé
HKPA003,2024-11-04,sphinctérotomie int. lat. anus
LFDA010,2024-11-04,arthrodèse 1sp.listhesis lomb. à gd déplact +réduc. +O.S laparo
LFDA011,2024-11-04,arthrodèse 1sp.listhesis lomb. sans réduc. laparo +ab. post.
LFDA013,2024-11-04,arthrodèse 1sp.listhesis lomb. sans réduc. laparo
EZCA002,2024-11-04,excl. 1accès A-V +pontage ab. direct
EZCA003,2024-11-04,pontage art.vn pr accès vasc. ab. direct
EZCA004,2024-11-04,pontage/angio.plast élargt 1accès A-V ab. direct
EZCA005,2024-11-04,pontage art/vn pdt 1répar. lambeau libre
EZFA001,2024-11-04,exérèse malf. art.vn cut. +/- sscut
EZFA002,2024-11-04,exérèse 1accès A-V sans reconstr. vasc.
EZFA003,2024-11-04,exérèse 1accès A-V +reconstr. vasc.
EZFA004,2024-11-04,exérèse malf. art.vn musc/os.
EZGF001,2024-11-04,abl. 1endoproth. vasc/1filtre cave migré coeur/vss vasc.transcut.
EZJF001,2024-11-04,thromboaspi accès A-V mb +dilat. intraluminale +Stent vasc.transcut
EZJF002,2024-11-04,thromboaspi accès A-V 1mb +dilat. intraluminale vasc.transcut.
EZKA001,2024-11-04,changt mbn 1site accès vasc. implanté pr CEC
EZLA001,2024-11-04,implant. sscut 1site accès vasc. pr CEC
EZMA001,2024-11-04,création 1FAV pr accès vasc. ab. direct sujet >20kg
EZMA002,2024-11-04,création 1FAV accès vasc ab direct +superficialisation vn sujet <20kg
EGAF004,2024-11-04,dilat. intraluminale vn rénale +Stent v.v
MDCB004,2024-11-04,O.S frac. extraartic. plus. os main broche à foyer fermé
MDCB005,2024-11-04,O.S frac. artic. 1os main broche à foyer fermé
MDEA001,2024-11-04,gref. corticospongieuse encastrée os scaphoïde
MDEA002,2024-11-04,gref. corticospongieuse intercalée os scaphoïde +o.tomie
JQQM015,2024-11-04,écho morpho multiembry. 1er trim.
LAEA008,2024-11-04,réduc. frac. partie tympan. os temporal
LAEA009,2024-11-04,avanct combiné front +face +pose distracteur
LAEB001,2024-11-04,réduc. ballonnet intrasinus frac. plancher orbite foyer fermé ab. Bucc
JJPE001,2024-11-04,dispositif intratubaire interruption perméabilité hystéroscopie
JJQC001,2024-11-04,explo. antérograde trompe ut. coelio.
JJQX004,2024-11-04,EXAM ANAPATH K PIÈCE 1 OVARIECTOMIE PARTIELLE / TOTALE
JJQX005,2024-11-04,EXAM ANAPATH K PIÈCE PLSRS OVARIECTOMIES PARTIELLE & / TOTALE
JJQX008,2024-11-04,EXAM ANAPATH K PIÈCE SALPINGECTOMIE
JKBA001,2024-11-04,cerclage isthme ut. ab. vag. sf grosS
LBEP008,2024-11-04,réduc. 1décalage transv. des arc dispositif ortho +/- fct
LBEP009,2024-11-04,réduc. disjonction intermaxill/frac. palais+contention personnalisé
LBFA001,2024-11-04,exérèse tot. voûte palatine ab. direct
LBFA002,2024-11-04,exérèse lés. maxil. +/- mandib. >4cm ab. bucc.
LBFA003,2024-11-04,résec. part. tête condyl. mandib. ab. facial
LBFA004,2024-11-04,résec. mandib. pr pseudarthrose +comblt gref. os. ab. direct
LBFA005,2024-11-04,maxillectomie tot. sans reconstr.
LBFA006,2024-11-04,maxillectomie sup. sans reconstr.
LBFA007,2024-11-04,maxillectomie tot. +reconstr. plancher orbite lambeau septum nasal
LBFA008,2024-11-04,résec. non interruptrice extracondylaire mandib. ab. direct
LBFA009,2024-11-04,résec. interruptrice segt ant. mandib. +comblt ab. direct
LBFA010,2024-11-04,résec. modelante menton ab. bucc.
LBFA011,2024-11-04,maxillectomie sup. +reconstr. plancher orbite lambeau septum nasal
LBFA012,2024-11-04,résec. 1bloc ankylose ATM cplt +reconstr. condyl gref. o.chondral
LBFA013,2024-11-04,discectomie temporomandibulaire arthrotomie
LBFA014,2024-11-04,exérèse 1hémivoûte palatine ab. direct
LBFA015,2024-11-04,exérèse lés. ramus mandib. ab. bucc.
LBFA016,2024-11-04,résec 1bloc ankylose ATM cplt +arthroplastie proth. ab. direct
LBFA017,2024-11-04,résec. interruptrice extracondyl segt lat. mandib+comblt
JLNL003,2024-11-04,curiethér. vag. à bas débit +projecteur dosi 2D radio
LBPA020,2024-11-04,o.tomie bilat. br. mandibul+Le_Fort I 3fragmt ab. Bucc
LBPA021,2024-11-04,o.tomie sagittale unilat. ramus mandib. ab. bucc.
LBPA022,2024-11-04,o.tomie maxil. type hémi-Le Fort I ab. bucc.
LBPA023,2024-11-04,o.tomie bilat. br.mandibul+o.tomie Le_Fort I 2fragmt ab. Bucc
LBPA024,2024-11-04,o.tomie 1segt maxil. pr 1malposition fragt séquel fente orof. ab. Bucc
LBPA025,2024-11-04,o.tomie mandib. pr cal vicieux ab. direct
LBPA026,2024-11-04,o.tomie alv. mandib. av. des trous mentonniers ab. bucc.
LBPA027,2024-11-04,o.tomie maxil. tot. basse préimplant/préproth +interposition ab. Bucc
LBPA028,2024-11-04,o.tomie LeFort I pr séquel. 1fente orof. ab. bucc.
LBPA029,2024-11-04,o.tomie LeFort I non segmentée +avancée ab. bucc.
LBPA030,2024-11-04,o.tomie vert. rétrolingulaire ramus mandib. ab. bucc.
LBPA031,2024-11-04,o.tomie maxil. segt ant. ab. bucc.
LBPA032,2024-11-04,o.tomie sagittale intermaxillaire sans pose disjoncteur fixe ab. bucc.
LBPA033,2024-11-04,o.tomie bilat. br. mandibul. +Le_Fort I 3fragmt +menton os.
LBPA034,2024-11-04,o.tomie ant préimplant mandibul. +interposition ab. bucc.
LBPA035,2024-11-04,o.tomie LeFort I segmentée 2fragmt ab. bucc.
LBPA036,2024-11-04,o.tomie alv. mandib. ant+o.tomie maxil. segt ant. ab. Bucc
LBPA037,2024-11-04,o.tomie interruptrice symphyse mandib. ab. bucc.
LBPA038,2024-11-04,o.tomie maxil.nas type Fort II ab. direct
LBPA039,2024-11-04,o.tomie alv. mandib. ant+o.tomie transposition menton os. ab. bucc.
HJGD001,2024-11-04,abl. C.E/fécalome rect. v.anale +AG/ALR
HJHD001,2024-11-04,biopsie rectale aspi. muq. sonde
HJHD002,2024-11-04,biopsie musc. rectum v.anale
HJJA001,2024-11-04,drainage 1fistule rect.vag acquise
HJMA001,2024-11-04,anoplastie pr malf. anorect. basse
MBCA006,2024-11-04,O.S 1frac. condyl. cplx humérus à foyer ouv.
MBCA007,2024-11-04,O.S frac. diaphys. humérus fixateur ext.
MBCA008,2024-11-04,O.S 1frac. condyl. simple humérus à foyer ouv.
MBCA009,2024-11-04,O.S fracture-luxation prox. humérus à foyer ouv.
MBCA010,2024-11-04,O.S 1frac. épicondyle médial/épicondyle lat. humérus à foyer ouv.
HMJH002,2024-11-04,drainage internalisé 1conduit bil. transcut. +guid écho +/-radio
HMJH003,2024-11-04,drainage ext. plus. VB transcut. +guid écho +/-radio
HMJH004,2024-11-04,drainage ext. conduit bil. transcut. guid scan
HMJH005,2024-11-04,drainage ext. conduit bil+pose endoproth. transcut+guid écho+/-radio
HMJH006,2024-11-04,drainage ext. 1conduit bil. transcut. +guid écho +/-radio
HMJH007,2024-11-04,drainage internalisé plus. VB transcut. +guid écho +/-radio
HMKE001,2024-11-04,changt 1endoproth. bil. O-G-Dscopie
HMKE002,2024-11-04,changt plus. endoproth. bil. O-G-Dscopie
HMKH001,2024-11-04,changt drain bil. transcut. +guid écho +/-radio
HMLA001,2024-11-04,Stent bil. cholédochotomie laparo
QAEA005,2024-11-04,gref. 50à 200gref. cuir chevelu
QAEA006,2024-11-04,gref. pr brûlure tête sur 3% à 4% corp
QAEA007,2024-11-04,gref. 201gref. cuir chevelu
QAEA008,2024-11-04,gref. pr brûlure tête sur 4% à 5% corp
QAEA009,2024-11-04,gref. pr brûlure tête sur 5% à 75% corp
QAEA010,2024-11-04,gref. pr brûlure tête sur 1% à 2% corp
QAEA011,2024-11-04,gref. pr brûlure tête sur 2% à 3% corp
QAEA012,2024-11-04,gref. pr brûlure tête sur 75% à 10% corp
QAJA010,2024-11-04,panst chir. IIre brûlure sur tête
QAJA011,2024-11-04,panst chir. IIre brûlure sur tête +1main
QAJA012,2024-11-04,parage +/- suture prof. face +10cm gd axe
QAJA013,2024-11-04,parage +/- suture superf. peau face moins 3cm gd axe
QAJA014,2024-11-04,panst chir brûlure sur tête
QAJB001,2024-11-04,lipoaspi. menton
QAJH001,2024-11-04,"Evacuation collection face, par voie transcutanée + guidage scanner"
QAJH002,2024-11-04,"Drainage collection face, par voie transcutanée + guidage radio"
QAJH003,2024-11-04,"Drainage collection face, par voie transcutanée + guidage scanner"
QAJH004,2024-11-04,"Evacuation collection face, par voie transcutanée + guidage radio"
QALP001,2024-11-04,Appareil compres pour prévent &/ correct cicatrices vicieu cervicofac
QAMA001,2024-11-04,lissage cerv.fac unilat. +platysmaplastie ab. direct
QAMA002,2024-11-04,répar. tête lambeau loc. péd.non individ.
QAMA003,2024-11-04,répar. tête lambeau frontal à péd. inf.
NFQH001,2024-11-04,arthrographie genou
NFQK001,2024-11-04,Rx unilat. genou selon 1/2incidences
HCPA001,2024-11-04,marsupialisation kyste gld salivaire
HCQE427,2024-11-04,SIALENDOSCOPIE DIAGNOSTIQUE
LBFA018,2024-11-04,résec. modelante mandib. ab. bucc.
LBFA019,2024-11-04,résec. bloc ankylose temporomandibulaire lat. ab. direct
LBFA020,2024-11-04,résec. interruptrice segt ant. mandib+contention
LMSA005,2024-11-04,ferm. ant. hypoplasique/aplasique plastie musculoaponévrotique
LZGA001,2024-11-04,"Ablation de biomatériau de la face &/ du cou, abord direct"
MACA001,2024-11-04,O.S frac. clav. à foyer ouv.
HPSC001,2024-11-04,ligature canal périt.vag périt. coelio.
HQQE001,2024-11-04,bilan fct déglutition +fibro pharynx+larynx v. nasale test alimt vidéo
HQQH002,2024-11-04,étude Rx dynamique déglutition +enreg.
HQQP001,2024-11-04,analyse informatisée déglutition
HQRP001,2024-11-04,rééduc. déglutition +ctrl instrumental
HRQP001,2024-11-04,surv. continue pH muq. dig. +/- gradient artériel PCO2/24h
HSLD001,2024-11-04,alimt entér. sonde 20-35cal/kg/j/24h
HSLD002,2024-11-04,alimt entér. sonde >35cal/kg/j/24h
HSLF001,2024-11-04,alimt entér. +parentérale >35cal/kg/j/24h
HSLF002,2024-11-04,alimt parentérale 20-35cal/kg/j/24h
HSLF003,2024-11-04,alimt parentérale >35cal/kg/j/24h
HTQD002,2024-11-04,mano anorect.
LBGD001,2024-11-04,ABL. MOY. CONTENTION MAXIL. +/- MANDIB. BUCC.
LBLA001,2024-11-04,Proth obtur à étage / balle obtur souple après résect os max
LBLB001,2024-11-04,infiltr. +/- lavage artic. temporomandibulaire transcut.
LBLB002,2024-11-04,infiltr. périarticulaire temporomandibulaire transcut.
LBLD001,2024-11-04,Pose d un châssis métallique support de prothèse maxillofaciale
LBLD002,2024-11-04,Appareil mobil latéral &/ propuls pour fracture uni / bicondylmandib
LBLD003,2024-11-04,gouttière maxillaire / mandibulaire pour hémostase / portetopique
LBLD004,2024-11-04,"Pose de 4 implants dentaires, chez l adulte"
MAGA002,2024-11-04,évidement scapula +comblt ab. direct
MAGA003,2024-11-04,évidement scapula sans comblt ab. direct
MAPA001,2024-11-04,o.tomie glène scapula ab. direct
MAPA002,2024-11-04,o.tomie clav. ab. direct
MAPA003,2024-11-04,o.tomie acromion +/- épine scapula ab. direct
MAQK001,2024-11-04,Rx ceinture scap. +/- épaule selon 3/4incidences
MAQK002,2024-11-04,Rx ceinture scap. +/- épaule selon 5incidences
MAQK003,2024-11-04,Rx ceinture scap. +/- épaule selon 1/2incidences
MBCA011,2024-11-04,O.S frac. diaphys. humérus à foyer ouv.
MBCA012,2024-11-04,O.S frac. intracaps dist. humérus à foyer ouv.
MBCB001,2024-11-04,O.S 1frac. supracondylaire humérus à foyer fermé
MBCB002,2024-11-04,O.S frac. diaphys. humérus mat. centroméd. à foyer fermé
MBCB003,2024-11-04,O.S 1frac. épicondyle médial/épicondyle lat. humérus à foyer fermé
MBCB004,2024-11-04,O.S 1frac. condyle médial/condyle lat. humérus à foyer fermé
MBCB005,2024-11-04,O.S humérus pr lyse os à foyer fermé
LDAA001,2024-11-04,recalibrage bilat. cerv. ab. post.
LDAA002,2024-11-04,recalibrage unilat. cerv. ab. post.
LDCA001,2024-11-04,O.S transartic bilat. C1-C2 cerv.tomie ant/cerv.tomie ant.lat bilat
HJQX004,2024-11-04,ANAPATH K RECTOSIGMOIDECT / EXÉR PARTIEL / TOTAL RECTUM ET MÉSORECTUM
HJSA001,2024-11-04,ferm. 1fistule rectovag hte laparo
HJSD001,2024-11-04,hémostase IIre à 1acte sur rectum
HKCA001,2024-11-04,myorraphie releveurs anus
HKCA002,2024-11-04,myorraphie rétroanale releveurs anus
HKCA003,2024-11-04,suture anus +répar. sphinct. anus
HKCA004,2024-11-04,suture anus sans répar. sphinct. anus
HKCA005,2024-11-04,myorraphie préanale releveurs anus
HKEA001,2024-11-04,transposition post. anus
HKFA001,2024-11-04,destruc. +/- exérèse TB canal anal
HKFA002,2024-11-04,résec. 1fissure infectée
HKFA004,2024-11-04,excision 1fissure
HKFA005,2024-11-04,excision 1fissure +/- 1sténose anale +anoplast.
HKFA006,2024-11-04,excision 1fissure +anoplast. +résec. 1paquet hémorroïdaire isolé
HKFA007,2024-11-04,exérèse TM canal anal +/- anus
PAGA002,2024-11-04,abl. gref/mat. inerte non proth. diaphys. os long
PAGA003,2024-11-04,évidement 1épiph. active +comblt arthrotomie
PAGA005,2024-11-04,évidement 1épiph. ab. extraartic.
PAGA006,2024-11-04,évidement 1épiph. active sans comblt arthrotomie
PAGA007,2024-11-04,désépiphysiodèse 1os long ab. direct
PAGA008,2024-11-04,AMO centroméd. des mb sur plus. sites ab. direct
PAQK900,2024-11-04,ostéodensitométrie corps entier biphoton sauf. pb constitutionnel os
PAQL001,2024-11-04,scinti os. corps entier segt segt 1temps +collimateur
PAQL002,2024-11-04,scinti os. corps entier plus. temps
PAQL003,2024-11-04,scinti os. corps entier 1temps
PAQL004,2024-11-04,scinti os. segt 1temps +collimateur
NFQK002,2024-11-04,Rx bilat. genou selon 1/2incidences côté
NFQK003,2024-11-04,Rx genou selon 3/4incidences
NFQK004,2024-11-04,Rx genou selon 5incidences
NFQP001,2024-11-04,bilan fct artic. genou +AG/ALR
NFQP002,2024-11-04,bilan fct artic. genou+app. rigide immobilisation ext+AG/ALR
NFRP001,2024-11-04,mobil. artic. genou thérap. +AG/ALR
NGCA001,2024-11-04,suture/reconstr. caps.lig artic. tibiotalienne+/-talocalca
QEKA001,2024-11-04,changt implant proth. mamm. +capsulectomie
QEKA002,2024-11-04,changt implant proth. mamm. sans capsulectomie
QELH001,2024-11-04,pose repère ds sein transcut. +guid mammographique
QZFA022,2024-11-04,exérèse 6lés. cut. curetage
QZFA023,2024-11-04,excision lés. infect. diffuse sur 50cm² à 200cm²
QZFA024,2024-11-04,exérèse lés. sscut susfasciale +10cm gd axe
QZFA025,2024-11-04,excision brûlure sf tête/mains sur 175% à 20% corp
QZFA026,2024-11-04,exérèse lés. superf. peau excision +10cm² chimiochir.
QZFA027,2024-11-04,excision lés. infect. diffuse >200cm²
QZFA028,2024-11-04,exérèse tangentielle 1à 5lés. cut.
QZFA029,2024-11-04,exérèse app. unguéal
QZFA030,2024-11-04,exérèse lés. superf. peau excision +200cm²
QZHA005,2024-11-04,biopsie des tissus sscut susfasciaux ab. direct
QZJA001,2024-11-04,parage +/- suture prof. +10cm gd axe sf face +main
QZJA002,2024-11-04,parage +/- suture superf. peau moins 3cm gd axe sf face
QZJA003,2024-11-04,panst chir. IIre brûlure sf tête/mains sur moins 1% corp
QZJA004,2024-11-04,panst chir brûlure sf tête/mains sur 10% à 30% corp
QZJA005,2024-11-04,panst chir brûlure sf tête/mains sur 1% à 10% corp
QZJA007,2024-11-04,panst chir. IIre brûlure sf tête/mains sur 10% à 30% corp
QZJA008,2024-11-04,panst chir. IIre brûlure sf tête/mains sur 30% à 60% corp
QZJA009,2024-11-04,évac. collection superf. peau ab. direct
QZJA010,2024-11-04,panst chir. IIre brûlure sf tête/mains sur 1% à 10% corp
QZJA011,2024-11-04,évac. collection prof. ab. direct
QZJA012,2024-11-04,parage +/- suture prof. 3-10cm gd axe sf face +main
QZJA013,2024-11-04,parage IIre lés. trauma/infect. +AG/ALR
JDFA007,2024-11-04,résec. 1kyste/1fistule lig. ombilical médian
JDFA008,2024-11-04,cystectomie tot. +urét.stom cut. transintestin non détubulée laparo
JDFA009,2024-11-04,cystectomie tot. +anast. urét.col directe laparo
JDFA010,2024-11-04,exérèse plaque 1exstrophie vés. +dériv. urin. +o.tomie bassin
JCCA014,2024-11-04,urét.stom cut. +anast. urétéro-urétérale croisée ab. direct
JCCB001,2024-11-04,urét.stom transcut.
JCCC001,2024-11-04,urét.stom cut. coelio
JCCC002,2024-11-04,urét.stom cut. transintestin anse non détubulée coelio
JCCC003,2024-11-04,suture uret. coelio
JCEA001,2024-11-04,réimplant. urét.vés bilat. +antireflux ab. direct
JCEA002,2024-11-04,réimplant. urét.vés unilat. +antireflux ab. direct
JCEA003,2024-11-04,réimplant. urét.vés plastie vésic. (psoïque) ab. direct
JCEA004,2024-11-04,réimplant. vés. 1duplicité urétérale ab. direct
JCEA005,2024-11-04,réimplant. urét.vés sans antireflux ab. direct
JCEC006,2024-11-04,réimplant. urét.vés unilat. +antireflux coelio.
JCEC011,2024-11-04,réimplant. urét.vés bilat. +antireflux coelio.
JCEE001,2024-11-04,refoulement calcul uret. sonde urétérale endos. rétrograde
JCFA001,2024-11-04,urétérectomie tot. ab. direct
JCFA002,2024-11-04,urétérectomie segt lombo-iliaque +anast. uret. ab. direct
MBAA002,2024-11-04,allongt os. progr. au bras/à av.b syst. ext.
MBCA001,2024-11-04,O.S frac. extraartic. infratubérositaire humérus
MBCA002,2024-11-04,O.S humérus pr lyse os à foyer ouv.
NJMA002,2024-11-04,reconstr. app. extens. genou gref. o.tend prélevée sur genou homolat.
NJMA003,2024-11-04,autoplastie 1tendon arr.pied ab. direct
NJMA004,2024-11-04,reconstr. gaine péroniers plastie caps.lig périostée +/- os.
NJPA015,2024-11-04,aponévrotomie +désinsertion musc. à plante pied
NJPA016,2024-11-04,incisions axiales lig. rotul. +plastie autologue
NJPA017,2024-11-04,chir. Tendon unilat. flexum mb inf. o.tomie fém+tibia
NJPA018,2024-11-04,libér. incisions axiales/ténosynovectomie 1tendon arr.pied
NJPA019,2024-11-04,libér tissus mous cheville/arr.pied +caps.tomie ab. post+médial
NJPA020,2024-11-04,chir. Tendon bilat. attit. vicieuse mb inf. o.tomie fém. ab. direct
NJPA021,2024-11-04,chir. Tendon unilat. flexum mb inf. +raccourc lig. Rotul
NJPA022,2024-11-04,chir. Tendon bilat. attit. vicieuse mb inf. ab. direct
NJPA023,2024-11-04,libér. ant. cheville +pied pr pied convexe
NJPA024,2024-11-04,chir. Tendon unilat. attit. vicieuse mb inf. ab. direct
NJPA025,2024-11-04,section/allongt 1tendon musc. extens/musc. fléch. orteils avt-pied
NBPA008,2024-11-04,o.tomie simple bilat. fém +tibia +arthrodèse pied +correc. archi
NBPA009,2024-11-04,o.tomie dérotation dist. fémur/prox. tibia +ab. vasc/nf préalable
NBPA010,2024-11-04,o.tomie cplx dist. fémur
NBPA011,2024-11-04,o.tomie cplx diaphys. fémur
NBPA012,2024-11-04,o.tomie simple bilat. diaphys fém+arthrodèse pied +correc. archi pied
NBPA013,2024-11-04,o.tomie basicervicale fémur
NBPA014,2024-11-04,o.tomie gd trochanter
PANH001,2024-11-04,destruc TB os agent phys transcut guid scan
PANL001,2024-11-04,irrad. int. 1lés. os. inj. IV isotop.
